,warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label,method_content
85,479,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InsertConstantAction,indexedCols,<init>,,indexedCols,"indexedCols,indexedCols",158,158,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java#L158,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java,,open,
86,481,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.BaseActivation,autoGeneratedKeysColumnIndexes,getAutoGeneratedKeysColumnIndexes,,return autoGeneratedKeysColumnIndexes;,,659,659,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java#L659,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java,,close,"public int[] getAutoGeneratedKeysColumnIndexes()
	{
		return autoGeneratedKeysColumnIndexes;
	}"
87,485,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.IndexDescriptorImpl,baseColumnPositions,baseColumnPositions,,baseColumnPositions,baseColumnPositions,130,130,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/IndexDescriptorImpl.java#L130,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/IndexDescriptorImpl.java,,close,"public int[] baseColumnPositions()
	{
		return baseColumnPositions;
	}"
88,501,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,beginCompilationTimestamp,getBeginCompilationTimestamp,,beginCompilationTimestamp,beginCompilationTimestamp,177,177,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L177,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,"public Timestamp getBeginCompilationTimestamp()
	{
		return beginCompilationTimestamp;
	}"
89,509,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Statement,generatedKeysColumnIndexes_,executeUpdate,,generatedKeysColumnIndexes_ = columnIndexes;,,1272,1272,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Statement.java#L1272,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Statement.java,,unknown,"public int executeUpdate(String sql) throws SQLException {
        try
        {
            synchronized (connection_) {
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceEntry(this, ""executeUpdate"", sql);
                }
                int updateValue = executeUpdateX(sql);
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceExit(this, ""executeUpdate"", updateValue);
                }
                return updateValue;
            }
        }
        catch ( SqlException se )
        {
            throw se.getSQLException();
        }
    }"
90,516,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql,org.apache.derby.impl.sql.GenericPreparedStatement,targetColumns,getTargetColumns,,return targetColumns;,,1061,1061,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java#L1061,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java,,unknown,"public ResultColumnDescriptor[]	getTargetColumns() {
		return targetColumns;
	}"
91,517,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Sqlca,sqlErrpBytes_,resetRowsetSqlca,,sqlErrpBytes_ = sqlErrpBytes;,,498,498,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Sqlca.java#L498,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Sqlca.java,,close,"public void resetRowsetSqlca(org.apache.derby.client.am.Connection connection,
                                 int sqlCode,
                                 String sqlState,
                                 byte[] sqlErrpBytes) {
        connection_ = connection;
        sqlCode_ = sqlCode;
        sqlState_ = sqlState;
        sqlErrpBytes_ = sqlErrpBytes;
    }"
92,522,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Sqlca,sqlErrd_,getSqlErrd,,return sqlErrd_;,,215,215,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Sqlca.java#L215,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Sqlca.java,,unknown,"public int[] getSqlErrd() {
        if (sqlErrd_ != null) {
            return sqlErrd_;
        }

        sqlErrd_ = new int[6]; // create an int array.
        return sqlErrd_;
    }"
93,525,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijMultipleResultSetResult,displayColumns,getColumnDisplayList,,displayColumns,displayColumns,88,88,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java#L88,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java,,close,public int[] getColumnDisplayList() { return displayColumns; }
94,538,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.net,org.apache.derby.client.net.NetConnection,indoubtTransactions_,setIndoubtTransactions,,indoubtTransactions_ = indoubtTransactions;,,1592,1592,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/net/NetConnection.java#L1592,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/net/NetConnection.java,,open,"public void setIndoubtTransactions(java.util.Hashtable indoubtTransactions) {
        if (isXAConnection_) {
            if (indoubtTransactions_ != null) {
                indoubtTransactions_.clear();
            }
            indoubtTransactions_ = indoubtTransactions;
        }
    }"
95,554,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijResultSetResult,displayColumns,<init>,,display,"display,displayColumns",66,66,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijResultSetResult.java#L66,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijResultSetResult.java,,close,
96,559,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RealHashScanStatistics,hashKeyColumns,<init>,,hashKeyColumns,"hashKeyColumns,hashKeyColumns",119,119,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashScanStatistics.java#L119,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashScanStatistics.java,,close,
97,565,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.IndexSetChanger,fixOnUpdate,open,,fixOnUpdate,"fixOnUpdate,fixOnUpdate",161,161,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/IndexSetChanger.java#L161,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/IndexSetChanger.java,,open,"public void open(boolean[] fixOnUpdate)
		 throws StandardException
	{
		if (SanityManager.DEBUG)
		    SanityManager.ASSERT( ! isOpen, ""IndexSetChanger already open"");

		this.fixOnUpdate = fixOnUpdate;
		isOpen = true;
	}"
98,566,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.services.io,org.apache.derby.iapi.services.io.FormatableBitSet,value,getByteArray,,value,value,276,276,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/services/io/FormatableBitSet.java#L276,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/services/io/FormatableBitSet.java,,close,"public byte[] getByteArray()
	{
		// In some cases the array is bigger than the actual number
		// of valid bytes.
		int realByteLength = getLengthInBytes();

		// Currently the case is that the return from this
		// call only includes the valid bytes.
		if (value.length != realByteLength) {
			byte[] data = new byte[realByteLength];
			System.arraycopy(value, 0, data, 0, realByteLength);

			value = data;
		}

		return value;
	}"
99,577,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RowMultiSetImpl,_columnNames,getColumnNames,,_columnNames,_columnNames,110,110,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java#L110,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java,,close,public  String[]    getColumnNames()    { return _columnNames; }
100,583,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CreateViewNode,colInfos,getColumnInfo,,colInfos,colInfos,174,174,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CreateViewNode.java#L174,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CreateViewNode.java,,unknown,public	ColumnInfo[]	getColumnInfo() { return colInfos; }
101,599,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.BaseActivation,parentResultSets,getParentResultSets,,return parentResultSets;,,1646,1646,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java#L1646,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/BaseActivation.java,,unknown,"public Hashtable getParentResultSets()
	{
		return parentResultSets;
	}"
102,602,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijMultipleResultSetResult,columnWidths,<init>,,columnWidths,"columnWidths,widths",61,61,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java#L61,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijMultipleResultSetResult.java,,close,
103,609,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TriggerDescriptor,referencedCols,getReferencedCols,,referencedCols,referencedCols,463,463,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java#L463,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java,,close,"public int[] getReferencedCols()
	{
		return referencedCols;
	}"
104,612,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql,org.apache.derby.impl.sql.GenericPreparedStatement,beginCompileTimestamp,getBeginCompileTimestamp,,return beginCompileTimestamp;,,575,575,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java#L575,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java,,close,"public Timestamp getBeginCompileTimestamp()
	{
		return beginCompileTimestamp;
	}"
105,626,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.UpdateConstantAction,changedColumnIds,<init>,,changedColumnIds,"changedColumnIds,changedColumnIds",140,140,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/UpdateConstantAction.java#L140,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/UpdateConstantAction.java,,open,
106,627,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,endCompilationTimestamp,getEndCompilationTimestamp,,endCompilationTimestamp,endCompilationTimestamp,187,187,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L187,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,"public Timestamp getEndCompilationTimestamp()
	{
		return endCompilationTimestamp;
	}"
107,635,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Statement,generatedKeysColumnIndexes_,execute,,generatedKeysColumnIndexes_ = columnIndexes;,,1339,1339,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Statement.java#L1339,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Statement.java,,unknown,"public boolean execute(String sql) throws SQLException {
        try
        {
            synchronized (connection_) {
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceEntry(this, ""execute"", sql);
                }
                boolean b = executeX(sql);
                if (agent_.loggingEnabled()) {
                    agent_.logWriter_.traceExit(this, ""execute"", b);
                }
                return b;
            }
        }
        catch ( SqlException se )
        {
            throw se.getSQLException();
        }
    }"
108,636,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.CardinalityCounter,cardinality,getCardinality,,cardinality,cardinality,153,153,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/CardinalityCounter.java#L153,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/CardinalityCounter.java,,open,public long[] getCardinality() { return cardinality; }
109,644,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.SPSDescriptor,paramDefaults,getParameterDefaults,,paramDefaults,paramDefaults,625,625,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java#L625,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java,,close,"public final synchronized Object[] getParameterDefaults()
		throws StandardException
	{
		if (paramDefaults == null)
			getParams();

		return paramDefaults;
	}"
110,645,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.ParseException,tokenImage,<init>,,tokenImage,"tokenImage,tokenImageVal",56,56,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/ParseException.java#L56,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/ParseException.java,,open,
111,647,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.ConstraintInfo,columnNames,getReferencedColumnNames,,columnNames,columnNames,242,242,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/ConstraintInfo.java#L242,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/ConstraintInfo.java,,close,"public String[] getReferencedColumnNames()
	{ return columnNames; }"
112,648,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.XPLAINStatementTimingsDescriptor,end_exe_time,<init>,,end_exe_time,"end_exe_time,end_exe_time",74,74,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementTimingsDescriptor.java#L74,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementTimingsDescriptor.java,,close,
113,652,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CreateIndexNode,isAscending,getIsAscending,,isAscending,isAscending,135,135,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CreateIndexNode.java#L135,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CreateIndexNode.java,,unknown,public	boolean[]			getIsAscending() { return isAscending; }
114,653,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RealHashTableStatistics,subqueryTrackingArray,<init>,,subqueryTrackingArray,"subqueryTrackingArray,subqueryTrackingArray",112,112,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashTableStatistics.java#L112,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RealHashTableStatistics.java,,close,
115,656,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,endExecutionTimestamp,getEndExecutionTimestamp,,endExecutionTimestamp,endExecutionTimestamp,207,207,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L207,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,"public Timestamp getEndExecutionTimestamp()
	{
		return endExecutionTimestamp;
	}"
116,660,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TriggerDescriptor,creationTimestamp,getCreationTimestamp,,creationTimestamp,creationTimestamp,277,277,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java#L277,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java,,close,"public Timestamp getCreationTimestamp()
	{
		return creationTimestamp;
	}"
117,667,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.vti,org.apache.derby.vti.StringColumnVTI,_columnNames,<init>,,_columnNames,"_columnNames,columnNames",103,103,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/vti/StringColumnVTI.java#L103,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/vti/StringColumnVTI.java,,close,
118,674,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.AggregateSortObserver,aggsToInitialize,<init>,,aggsToInitialize,"aggsToInitialize,aggsToInitialize",74,74,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/AggregateSortObserver.java#L74,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/AggregateSortObserver.java,,open,
119,678,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RowMultiSetImpl,_types,getTypes,,_types,_types,113,113,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java#L113,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java,,close,public  TypeDescriptor[]    getTypes() { return _types; }
120,680,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql,org.apache.derby.impl.sql.GenericResultDescription,columns,<init>,,this.columns = columns;,,100,100,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/GenericResultDescription.java#L100,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/GenericResultDescription.java,,close,
121,682,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,endExecutionTimestamp,<init>,,endExecutionTimestamp,"endExecutionTimestamp,endExecutionTimestamp",103,103,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L103,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,
122,689,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.services.io,org.apache.derby.iapi.services.io.FormatableBitSet,value,<init>,,newValue,"newValue,value",136,136,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/services/io/FormatableBitSet.java#L136,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/services/io/FormatableBitSet.java,,close,
123,692,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.FKInfo,fkUUIDs,<init>,,fkUUIDs,"fkUUIDs,fkUUIDs",141,141,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java#L141,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java,,close,
124,700,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,beginExecutionTimestamp,<init>,,beginExecutionTimestamp,"beginExecutionTimestamp,beginExecutionTimestamp",102,102,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L102,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,
125,705,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.client,org.apache.derby.client.ClientXid,data_,getData,,data_,data_,185,185,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/ClientXid.java#L185,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/ClientXid.java,,close,"public byte[] getData() {
        return data_;
    }"
126,709,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TriggerDescriptor,referencedColsInTriggerAction,<init>,,referencedColsInTriggerAction,"referencedColsInTriggerAction,referencedColsInTriggerAction",191,191,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java#L191,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java,,close,
127,713,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InsertConstantAction,indexNames,<init>,,indexNames,"indexNames,indexNames",164,164,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java#L164,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java,,open,
